Indicador11,Municipio,Sexo,Grupo_Etareo,Año,Valor1
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2020,7.14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2021,37.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2022,31.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2023,47.06
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Concepcion,Total,TOTAL,2024,35.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2009,15.58
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2010,7.61
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2011,12.75
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2012,37.85
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2013,44.17
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2014,29.24
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2015,42.24
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2016,27.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2017,31.74
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2018,39.48
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2019,38.19
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2020,32.45
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2021,24.49
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2022,18.26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2023,24.73
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Femenino,TOTAL,2024,34.73
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2009,11.16
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2010,10.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2011,11.16
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2012,22.31
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2013,27.57
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2014,17.61
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2015,36.06
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2016,20.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2017,29.01
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2018,32.75
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2019,35.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2020,26.87
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2021,17.91
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2022,15.49
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2023,19.34
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Masculino,TOTAL,2024,26.2
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2009,29.17
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2010,17.65
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2011,15.38
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2012,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2013,53.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2014,35.71
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2015,47.54
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2016,40
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2017,32.31
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2018,37.36
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2019,34.45
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2020,25.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2021,15.91
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2022,9.21
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2023,19.35
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 0 a 04 Años,2024,23.53
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2009,18.42
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2010,22.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2011,21.43
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2012,56.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2013,60.42
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2014,44.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2015,62.12
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2016,48.42
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2017,41.4
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2018,54.45
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2019,53.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2020,38.54
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2021,39.6
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2022,18.13
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2023,26.63
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 05 a 09 Años,2024,39.73
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2009,19.35
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2010,21.05
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2011,29.27
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2012,37.93
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2013,49.48
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2014,40.74
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2015,53.42
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2016,37.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2017,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2018,56.91
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2019,50
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2020,38.06
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2021,26.06
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2022,31.71
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2023,37.05
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 10 a 14 Años,2024,56.59
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,El Carmen,Total,De 15 a 19 Años,2009,13.33
